##BLOCKS= 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate1,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
Plate:,Plate2,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,25,,0.0374,0.0378,0.0358,0.0364,0.0361,0.0386,0.0397,0.0372,0.0364,0.0408,0.0364,,,0.4481,0.421,0.3748,0.2511,0.2856,0.3243,0.2778,0.2761,0.2846,0.4163,0.3318,,,0.3034,0.3723,0.3183,0.3427,0.3585,0.3167,0.3382,0.346,0.3006,0.2987,0.2566
,,,0.0453,0.0433,0.038,0.0372,0.0386,0.0386,0.0364,0.0376,0.0381,0.0356,0.0371,,,0.4601,0.3918,0.3625,0.2595,0.2855,0.3092,0.2809,0.2801,0.2948,0.3509,0.3512,,,0.3199,0.3332,0.301,0.3314,0.3331,0.2983,0.3299,0.3409,0.3122,0.254,0.2741
,,,0.0362,0.0378,0.0375,0.0364,0.0365,0.0359,0.0359,0.0368,0.0452,0.0371,0.0395,,,0.4558,0.3769,0.3595,0.2651,0.2791,0.302,0.2894,0.2657,0.3033,0.3689,0.3762,,,0.3177,0.3247,0.297,0.3413,0.3246,0.2947,0.3351,0.302,0.304,0.2688,0.2912
,,0.0359,0.0381,0.0364,0.0376,0.0369,0.0367,0.0355,0.0361,,,,,,0.4185,0.4095,0.4241,0.4565,0.3814,0.3561,0.3692,0.3604,,,,,,0.2975,0.2888,0.3088,0.3266,0.3028,0.2949,0.3049,0.2996,,,,
,,0.0392,0.0405,0.0362,0.035,0.0374,0.0383,0.0361,0.0405,,,,,,0.4092,0.4139,0.4082,0.4206,0.3654,0.4167,0.4079,0.402,,,,,,0.2942,0.297,0.2968,0.3015,0.2848,0.3426,0.3302,0.3313,,,,
,,0.0374,0.0406,0.038,0.0374,0.0361,0.0368,0.0362,0.0365,,,,,,0.4334,0.4485,0.433,0.4153,0.4005,0.4177,0.4046,0.4134,,,,,,0.306,0.3233,0.3143,0.2979,0.3141,0.3384,0.3256,0.3327,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Original Filename: EveningPlate_2-17-2020; Date Last Saved: 2/17/2020 7:36:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workflow:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Set Temperature: IsTemperatureControlOn=""True"" MaximumTemperature=""66"" MinimumTemperature=""15"" TemperatureToSet=""25"" WaitTemperatureToRise=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Plate1"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Read: ExperimentNameToRead=""Expt1"" SectionNameToRead=""Plate2"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-Open Drawer: Message="""" WaitForDrawToClose=""True"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
